_id	budget	country	genres	imdb_score	metascore	opening_usa	production_companies	release_date	title	usa_gross	worldwide_gross
5af5ed309a5d8daabb72bc6a	1000000	France	['Comedy', 'Romance']	4.1	20.0	8624.0	['Latitude 49 Production', 'Black Nexxus Inc.', 'Worldview Entertainment', 'Highbrow Entertainment']	2012-11-16	30 Beats	14686	
5af5ed309a5d8daabb72bc6d	8000000	France	['Comedy', 'Drama', 'Romance']	6.0	61.0	23942.0	['Polaris Film Production & Finance', 'Tempête Sous un Crâne', 'Senator Film Produktion', 'Saga Film (I)', 'Alvy Productions', 'In Production', 'TDY Filmproduktion', 'BNP Paribas Fortis Film Fund', 'Protozoa Pictures']	2012-03-28	2 Days in New York	632824	
5af5ed309a5d8daabb72bc7c	3000000	USA	['Comedy']	5.4	40.0	87475.0	['2929 Productions', 'Abso Lutely Productions', 'Bobby Weisman Caterers', 'Funny or Die', 'Gary Sanchez Productions']	2012-01-27	Tim and Eric's Billion Dollar Movie	200803	
5af5ed309a5d8daabb72bc7d	13000000	France	['Comedy', 'Romance', 'Sport']	6.9	58.0	15690.0	['Les Productions du Trésor', 'Compagnie Cinématographique Européenne, La', 'France 3 Cinéma', 'France 2 Cinéma', 'Mars Films', 'Wild Bunch', 'Panache Productions', 'Radio Télévision Belge Francophone (RTBF)', 'Canal+', 'Ciné+', 'Belgacom', 'France Télévision', 'Eurimages', 'Région Wallone', 'Le Tax Shelter du Gouvernement Fédéral de Belgique']	2013-09-06	Populaire	175256	
5af5ed309a5d8daabb72bc92	12000000	Mexico	['Drama', 'History', 'War']	6.6	35.0	1885608.0	['Dos Corazones Films', 'NewLand Films']	2012-06-01	For Greater Glory: The True Story of Cristiada	5669081	1195929.0
5af5ed309a5d8daabb72bc9d	100000000	China	['Action', 'Crime', 'Drama', 'Thriller']	7.0	86.0	5926.0	['Beijing Hairun Pictures Company', 'Huaxia Film Distribution', 'CCTV Movie Channel', 'Milky Way Image Company', 'Hairun Movies & TV Group']	2013-04-04	Drug War	127877	
5af5ed309a5d8daabb72bcaa	15500000	Denmark	['Drama', 'Thriller']	7.2	82.0	39392.0	['Nordisk Film']	2012-09-20	A Hijacking	413276	
5af5ed309a5d8daabb72bcaf	5000000	Canada	['Comedy', 'Horror', 'Mystery', 'Thriller']	5.2	53.0	9672.0	['Genre Co., The', 'Buffalo Gal Pictures', 'Ember Productions', 'Empire Film & Entertainment Group', 'Media House Capital']	2012-12-04	Silent Night	14567	
5af5ed309a5d8daabb72bcba	500000	USA	['Thriller']	6.1	38.0	4330.0	['Walking West Entertainment', 'Costa Productions, La']	2012-05-17	Brake	4330	
5af5ed309a5d8daabb72bcbd	1100000	USA	['Action', 'Crime', 'Mystery', 'Romance', 'Thriller']	4.9	40.0	10185.0	['Lifted Productions', 'Mu-Yee Productions', 'MiniFlix Films']	2012-06-15	The Girl from the Naked Eye	17401	
5af5ed309a5d8daabb72bcc3	3000000	USA	['Comedy', 'Drama']	6.4	57.0	15305.0	['Vacationeer Productions', 'Attainment Media Group', 'ARM Entertainment (II)', 'Gordon Bijelonic / Datari Turner Films', 'Midwinter Studios', 'Tip-Top Productions']	2013-06-07	It's a Disaster	38100	
5af5ed309a5d8daabb72bcc6	15000000	China	['Action', 'Adventure']	6.2	39.0	12624.0	['Huayi Brothers & Taihe Film Investment', 'Diversion Pictures', 'Diversion Pictures']	2012-10-25	Tai Chi Hero	35067	20579390.0
5af5ed309a5d8daabb72bcd0	200000	USA	['Drama']	6.4	75.0	78030.0	['Forward Movement', 'Kandoo Films']	2014-09-01	Middle of Nowhere	78030	
5af5ed309a5d8daabb72bcd3	7980000	UK	['Comedy', 'Drama', 'Romance']	6.2		647956.0	['Cocktail Film', 'Eros International', 'Illuminati Films', 'Prime Focus', 'Raj Film Productions']	2012-07-13	Cocktail	1027121	
5af5ed309a5d8daabb72bce7	1200000	USA	['Comedy', 'Drama']	5.9	48.0	258653.0	['Ruckus Films']	2012-03-13	Blue Like Jazz	594904	
5af5ed309a5d8daabb72bcef	13000000	USA	['Drama', 'Sport']	6.0	42.0	251041.0	['Sports Studio']	2012-05-18	Crooked Arrows	1830475	
5af5ed309a5d8daabb72bcf4	33000000	China	['Drama']	6.9	41.0	105702.0	['China Film Co.', 'Emperor Film Production', 'Huayi Brothers Media', 'Media Asia Films']	2012-11-29	Back to 1942	308871	
5af5ed309a5d8daabb72bcf9	1500000	USA	['Comedy', 'Drama']	6.4	36.0	60.0	['KODA Entertainment']	2013-10-03	Best Man Down	1842	
5af5ed309a5d8daabb72bcfa	3500000	Canada	['Drama', 'War']	7.1	84.0	8714.0	['Item 7', 'Shen Studio', 'Canadian Film or Video Production Tax Credit (CPTC)', 'Film and Television Tax Credit Administered by SODEC', 'Gestion SODEC', 'MELS', 'SODEC Québec', 'Telefilm Canada']	2012-08-23	War Witch	70544	313387.0
5af5ed309a5d8daabb72bd01	5000000	USA	['Adventure', 'Family', 'Fantasy', 'Musical']	6.1	32.0	443901.0	['Big Balloon Adventure Movie', 'Kenn Viselman Presents']	2012-08-29	The Oogieloves in the Big Balloon Adventure	1064277	
5af5ed309a5d8daabb72bd02	3000000	USA	['Crime', 'Drama']	6.0	52.0	82657.0	['LUV Films 5', 'Gordon Bijelonic / Datari Turner Films', 'Hollywood Studios', 'Rival Pictures', 'Stony Island Films', 'Taggart Productions', 'TideRock Films', 'Zhi Media']	2015-09-01	LUV	138634	
5af5ed309a5d8daabb72bd0c	8000000	Russia	['Action', 'Thriller']	4.3	19.0	24978.0	['Globus-film', 'Crombie Film', 'Jeff Most Productions', 'Most / Rice Films', 'Most Films']	2012-07-19	Soldiers of Fortune	38842	
5af5ed309a5d8daabb72bd17	4000000	Canada	['Action', 'Drama', 'Mystery', 'Romance', 'Thriller']	5.2	37.0	1545.0	['IFC Films', 'Myriad Pictures', 'Alliance', 'Foundry Films', 'Out of Africa Entertainment', 'Téléfilm Canada', 'Harold Greenberg Fund, The', 'Ontario Media Development Corporation (OMDC)', 'Department of Trade and Industry of South Africa', 'Killer Films']	2014-08-14	Inescapable	4063	
5af5ed309a5d8daabb72bd18	1800000	USA	['Comedy', 'Drama']	5.3			['Datari Turner Productions']	2012-02-03	Dysfunctional Friends	13546	
5af5ed309a5d8daabb72bd2d	500000	USA	['Comedy', 'Horror']	4.6		1332.0	['Gala Films']	2012-04-27	Detention of the Dead	1332	
5af5ed309a5d8daabb72bd3c	427000	USA	['Drama', 'Music']	5.7	57.0	1478323.0	['Cima Productions', 'Olmos Productions', 'Silent Giant Entertainment']	2013-04-19	Filly Brown	2833383	
5af5ed309a5d8daabb72bd3e	31000000	China	['Drama', 'Mystery', 'Romance']	5.9	59.0	18027.0	['Easternlight Films', 'Zonbo Media']	2012-09-27	Dangerous Liaisons	54000	
5af5ed309a5d8daabb72bd53	700000000	India	['Action', 'Comedy', 'Drama', 'Romance']	5.5		561996.0	['Devgan Films', 'Shree Ashtavinayak Cine Vision']	2012-07-06	Bol Bachchan	1216258	
5af5ed309a5d8daabb72bd5c	150000000	China	['Fantasy', 'Mystery', 'Romance']	6.3	57.0	17791.0	['Kylin Pictures', 'Ningxia Film Group']	2012-08-17	Painted Skin: The Resurrection	50425	118613213.0
5af5ed309a5d8daabb72bd89	1600000	USA	['Horror', 'Thriller']	4.3		252.0	['Fontenay Films Ltd.', 'Bennett-Robbins Productions', 'Emmett/Furla/Oasis Films (EFO Films)']	2012-03-09	Playback	252	
5af5ed309a5d8daabb72bdb6	500000	Israel	['Drama', 'Romance']	7.0	66.0	12287.0	['Bodega Films', 'Cathay-Keris Films', 'Festive Films', 'Strand Releasing', 'United King Films', 'Homescreen', 'PRO-FUN media Filmverleih', 'PRO-FUN media Filmverleih', 'Peccadillo Pictures']	2012-05-17	Yossi	116207	
5af5ed309a5d8daabb72bdc6	1860000	Brazil	['Drama', 'Thriller']	7.1	77.0	9500.0	['Hubert Bals Fund', 'CinemaScópio']	2013-01-04	Neighboring Sounds	32240	
5af5ed309a5d8daabb72bdcc	12000000	USA	['Comedy']	5.0	13.0	1378.0	['Chydzik Media Group', 'Voodoo Production Services', 'Scion Films', '120dB Films', 'First Wedding Productions']	2011-06-24	Love, Wedding, Marriage	1378	
5af5ed309a5d8daabb72bdce	930000	USA	['Comedy']	5.6	44.0	20186.0	['Stardust Pictures', 'Dot Dot Dot Productions']	2012-04-13	L!fe Happens	2000000	
5af5ed309a5d8daabb72bdcf	5000000	USA	['Horror']	5.8	59.0	52568183.0	['Paramount Pictures', 'Blumhouse Productions', 'Solana Films', 'Room 101']	2011-10-21	Paranormal Activity 3	104007828	207039844.0
5af5ed309a5d8daabb72bdd3	3000000	Germany	['Drama', 'Horror', 'Sci-Fi', 'Thriller']	5.8	28.0	18000.0	['Instinctive Film', 'Preferred Content', 'BR Group', 'Julijette', 'Ink Connection', 'Manitoba Film & Music', 'Manitoba Film and Video Production Tax Credit']	2012-04-20	The Divide	22000	
5af5ed309a5d8daabb72bdd4	5000000	USA	['Comedy', 'Drama']	6.4	60.0	7011631.0	['Big Beach Films', 'Likely Story', 'The Weinstein Company', 'Yuk Film']	2011-08-26	Our Idiot Brother	24814830	
5af5ed309a5d8daabb72bdd5	70000000	USA	['Comedy', 'Drama']	5.3	46.0	17816230.0	['Universal Pictures', 'Imagine Entertainment', 'Spyglass Entertainment', 'Wild West Picture Show Productions']	2011-01-14	The Dilemma	48475290	69721966.0
5af5ed309a5d8daabb72bdd6	25000000	UK	['Action', 'Adventure', 'Drama', 'History']	6.2	55.0	8684464.0	['Focus Features', 'Film4', 'Toledo Productions', 'Twins Financing']	2011-02-11	The Eagle	19490041	27122040.0
5af5ed309a5d8daabb72bdd7	35000000	USA	['Biography', 'Crime', 'Drama', 'Romance']	6.6	59.0	11217324.0	['Imagine Entertainment', 'Malpaso Productions', 'Wintergreen Productions']	2011-11-11	J. Edgar	37306030	84606030.0
5af5ed309a5d8daabb72bdd8	80000000	USA	['Comedy', 'Family', 'Romance']	5.2	30.0	20065617.0	['Columbia Pictures', 'Metro-Goldwyn-Mayer (MGM)', 'Broken Road Productions', 'Hey Eddie', 'Happy Madison Productions', 'Zookeeper Productions']	2011-07-08	Zookeeper	80360843	169852759.0
5af5ed309a5d8daabb72bdda	90000000	USA	['Action', 'Adventure', 'Fantasy']	5.2	36.0	10021215.0	['Millennium Films', 'Cinema Vehicle Services', 'Nimar Studios', 'Paradox Entertainment']	2011-08-19	Conan the Barbarian	21295021	63356133.0
5af5ed309a5d8daabb72bddc	1100000	USA	['Comedy']	3.4	28.0	16896.0	['Mutressa Movies']	2010-04-17	Immigration Tango	23812	
5af5ed309a5d8daabb72bdfb	1000000	Germany	['Biography', 'Crime', 'Drama', 'Sport']	6.8	65.0	804.0	['Nikolaus Geyrhalter Filmproduktion', 'Peter Heilrath Filmproduktion', 'ZDF/Arte', 'Zweites Deutsches Fernsehen (ZDF)', 'Österreichischer Rundfunk (ORF)']	2011-04-29	The Robber	82172	
5af5ed309a5d8daabb72be09	12000000	USA	['Biography', 'Crime', 'Drama']	7.1	50.0	145430.0	['Anchor Bay Films', 'Code Entertainment', 'Dundee Entertainment', 'Sweet William Productions']	2012-05-11	Kill the Irishman	2478156	
5af5ed309a5d8daabb72be0b	6500000	UK	['Drama']	7.2	72.0	349519.0	['See-Saw Films', 'Film4', 'UK Film Council', 'Lipsync Productions', 'Alliance Films', 'HanWay Films', 'Momentum Pictures']	2012-01-13	Shame	4000304	
5af5ed309a5d8daabb72be0c	52000000	USA	['Comedy', 'Fantasy']	6.3	39.0	13531115.0	['Universal Pictures', 'Relativity Media', 'Original Film', 'Big Kid Pictures', 'Rampage VFX']	2011-08-05	The Change-Up	37081475	75828267.0
5af5ed309a5d8daabb72be0d	30000000	USA	['Action', 'Drama', 'Thriller']	6.8	65.0	12370549.0	['Focus Features', 'Holleran Company', 'Sechzehnte Babelsberg Film', 'Neunte Babelsberg Film', 'Studio Babelsberg']	2011-04-08	Hanna	40259119	63782078.0
5af5ed309a5d8daabb72be0e	50000000	USA	['Biography', 'Drama', 'Sport']	7.6	87.0	19501302.0	['Columbia Pictures', 'Scott Rudin Productions', 'Michael De Luca Productions', 'Film Rites', 'Sidney Kimmel Entertainment', 'Specialty Films (II)']	2011-09-23	Moneyball	75605492	110206216.0
5af5ed309a5d8daabb72be0f	7400000	Denmark	['Drama', 'Fantasy', 'Sci-Fi']	7.1	80.0	257174.0	"['Zentropa Entertainments', 'Memfis Film', 'Zentropa International Sweden', 'Slot Machine', 'Liberator Productions', 'Zentropa International Köln', 'Film i Väst', 'Danmarks Radio (DR)', 'Arte France Cinéma', 'Sveriges Television (SVT)', 'Canal+', ""Centre National du Cinéma et de L'image Animée (CNC)"", 'CinéCinéma', 'Edition Video', 'Nordisk Film Distribution', 'Det Danske Filminstitut', 'Eurimages', 'Nordisk Film- & TV-Fond', 'Swedish Film Institute', 'Filmstiftung Nordrhein-Westfalen']"	2011-05-26	Melancholia	3029870	
5af5ed309a5d8daabb72be10	32000000	USA	['Mystery', 'Romance', 'Sci-Fi', 'Thriller']	7.5	74.0	14812094.0	['Summit Entertainment', 'Vendome Pictures', 'The Mark Gordon Company']	2011-04-01	Source Code	54712227	147332697.0
5af5ed309a5d8daabb72be11	125000000	USA	['Action', 'Crime', 'Thriller']	7.3	66.0	86198765.0	['Universal Pictures', 'Original Film', 'One Race Productions', 'Dentsu']	2011-04-29	Fast Five	209837675	626137675.0
5af5ed309a5d8daabb72be12	40000000	USA	['Adventure', 'Comedy', 'Sci-Fi']	7.0	57.0	13043310.0	['Universal Pictures', 'Relativity Media', 'Working Title Films', 'Big Talk Productions']	2011-03-18	Paul	37412945	101162106.0
5af5ed309a5d8daabb72be13	3000000	Australia	['Drama', 'Romance', 'Thriller']	5.3	57.0	9207.0	['Screen Australia', 'Magic Films', 'Screen NSW', 'Deluxe Australia', 'Spectrum Films', 'Big Ears Productions', 'Fulcrum Media Finance']	2011-12-02	Sleeping Beauty	37710	435468.0
5af5ed309a5d8daabb72be14	110000000	USA	['Adventure', 'Drama', 'Fantasy', 'Romance']	4.9	45.0	138122261.0	['Summit Entertainment', 'Sunswept Entertainment', 'TSBD Canada Productions', 'TSBD Louisiana', 'TSBD Productions', 'Temple Hill Entertainment', 'Total Entertainment', 'Zohar International']	2011-11-18	The Twilight Saga: Breaking Dawn - Part 1	281287133	712171856.0
5af5ed309a5d8daabb72be16	50000000	USA	['Comedy', 'Drama', 'Family']	7.1	58.0	9450000.0	['Twentieth Century Fox', 'LBI Entertainment', 'Vinyl Films', 'Dune Entertainment']	2011-12-23	We Bought a Zoo	75624550	120081841.0
5af5ed309a5d8daabb72be17	75000000	USA	['Action', 'Drama', 'Fantasy', 'Romance']	6.0	46.0	32206425.0	"['Relativity Media', 'Virgin Produced', 'Mark Canton Productions', 'Atmosphere Entertainment MM', 'Hollywood Gang Productions', ""Mel's Cite du Cinema""]"	2011-11-11	Immortals	83504017	226904017.0
5af5ed309a5d8daabb72be18	27000000	USA	['Mystery', 'Sci-Fi', 'Thriller']	7.4	59.0	18907302.0	['Relativity Media', 'Virgin Produced', 'Rogue', 'Many Rivers Productions', 'Boy of the Year', 'Intermedia']	2011-03-18	Limitless	79249455	161849455.0
5af5ed309a5d8daabb72be19	35000000	USA	['Comedy', 'Crime']	6.9	57.0	28302165.0	['New Line Cinema', 'Rat Entertainment']	2011-07-08	Horrible Bosses	117538559	209638559.0
5af5ed309a5d8daabb72be1a	8000000	USA	['Comedy', 'Drama', 'Romance']	7.7	72.0	8644095.0	['Summit Entertainment', 'Mandate Pictures', 'Point Grey Pictures']	2011-09-30	50/50	35014192	39187783.0
5af5ed309a5d8daabb72be1b	110000000	USA	['Action', 'Drama', 'Family', 'Sci-Fi', 'Sport']	7.1	56.0	27319677.0	['DreamWorks', 'Touchstone Pictures', 'Reliance Entertainment', '21 Laps Entertainment', 'Angry Films', 'ImageMovers', 'Walt Disney Pictures']	2011-10-07	Real Steel	85468508	299268508.0
5af5ed309a5d8daabb72be1c	125000000	USA	['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']	7.5	48.0	39637079.0	['Warner Bros.', 'Village Roadshow Pictures', 'Silver Pictures', 'Wigram Productions', 'Lin Pictures']	2011-12-16	Sherlock Holmes: A Game of Shadows	186848418	545448418.0
5af5ed309a5d8daabb72be1d	93000000	USA	['Action', 'Drama', 'Sci-Fi', 'Thriller']	7.6	68.0	54806191.0	['Twentieth Century Fox', 'Dune Entertainment', 'Chernin Entertainment', 'Ingenious Media', 'Big Screen Productions', 'Ingenious Film Partners', 'Dune Entertainment III']	2011-08-05	Rise of the Planet of the Apes	176760185	482860185.0
5af5ed309a5d8daabb72be1e	35000000	USA	['Comedy', 'Romance']	6.6	63.0	18622150.0	['Screen Gems', 'Castle Rock Entertainment', 'Zucker Productions', 'Olive Bridge Entertainment']	2011-07-22	Friends with Benefits	55802754	149542245.0
5af5ed309a5d8daabb72be1f	150000000	USA	['Adventure', 'Drama', 'Family', 'Fantasy', 'Mystery', 'Romance']	7.5	83.0	11364505.0	['Paramount Pictures', 'GK Films', 'Infinitum Nihil']	2011-11-23	Hugo	73864507	185770160.0
5af5ed309a5d8daabb72be20	20000000	France	['Drama', 'Mystery', 'Thriller']	7.1	85.0	310562.0	['StudioCanal', 'Karla Films', 'Paradis Films', 'Kinowelt Filmproduktion', 'Working Title Films', 'Canal+', 'CinéCinéma']	2012-01-06	Tinker Tailor Soldier Spy	24149393	80630608.0
5af5ed309a5d8daabb72be21	60000000	USA	['Action', 'Adventure', 'Sci-Fi', 'Thriller']	6.1	36.0	22755854.0	['DreamWorks', 'Reliance Big Entertainment', 'Bay Films']	2011-02-18	I Am Number Four	55100437	149878437.0
5af5ed309a5d8daabb72be22	24000000	USA	['Comedy', 'Drama', 'Music', 'Romance']	5.9	58.0	15556113.0	['Paramount Pictures', 'Spyglass Entertainment', 'Dylan Sellers Productions', 'Zadan / Meron Productions', 'Weston Pictures', 'MTV Films']	2011-10-14	Footloose	51802742	63543328.0
5af5ed309a5d8daabb72be23	250000000	USA	['Action', 'Adventure', 'Fantasy']	6.6	45.0	90151958.0	['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Moving Picture Company (MPC)']	2011-05-20	Pirates of the Caribbean: On Stranger Tides	241071802	1045713802.0
5af5ed309a5d8daabb72be24	17000000	Spain	['Comedy', 'Fantasy', 'Romance']	7.7	81.0	599003.0	['Mediapro', 'Versátil Cinema', 'Gravier Productions', 'Pontchartrain Productions', 'Televisió de Catalunya (TV3)']	2011-06-10	Midnight in Paris	56816662	151119219.0
5af5ed309a5d8daabb72be25	75000000	Germany	['Action', 'Adventure', 'Romance']	5.8	35.0	8674452.0	['Summit Entertainment', 'Constantin Film', 'Impact Pictures', 'Nouvelles Éditions de Films (NEF)', 'New Legacy', 'Studio Babelsberg']	2011-10-21	The Three Musketeers	20377913	132274484.0
5af5ed309a5d8daabb72be26	82000000	USA	['Action', 'Fantasy']	6.1	33.0	19058199.0	['Warner Bros.', 'Legendary Entertainment', 'Cruel & Unusual Films', 'Lennox House Films']	2011-03-25	Sucker Punch	36392502	89792502.0
5af5ed309a5d8daabb72be27	7000000	UK	['Drama', 'Mystery', 'Thriller']	7.5	68.0	24587.0	['BBC Films', 'UK Film Council', 'Footprint Investment Fund', 'Piccadilly Pictures', 'Lipsync Productions', 'Independent', 'Artina Films', 'Rockinghorse Films', 'Caemhan', 'Panaramic', 'Beryl Betty', 'Atlantic Swiss Productions']	2011-10-21	We Need to Talk About Kevin	1738692	
5af5ed309a5d8daabb72be28	40000000	USA	['Action', 'Crime', 'Drama', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']	6.7	53.0	12050368.0	['Regency Enterprises', 'New Regency Pictures', 'Strike Entertainment']	2011-10-28	In Time	37520095	173930596.0
5af5ed309a5d8daabb72be29	25000000	USA	['Comedy', 'Romance']	6.2	50.0	19652921.0	['Paramount Pictures', 'Cold Spring Pictures', 'Spyglass Entertainment', 'Montecito Picture Company, The', 'Handsomecharlie Films', 'Katalyst Films', 'DreamWorks']	2011-01-21	No Strings Attached	70662220	149228077.0
5af5ed309a5d8daabb72be2a	80000000	USA	['Comedy', 'Romance']	6.4	33.0	30514732.0	['Columbia Pictures', 'Happy Madison Productions']	2011-02-11	Just Go with It	103028109	214945591.0
5af5ed309a5d8daabb72be2b	12000000	USA	['Comedy', 'Drama']	6.3	71.0	310263.0	['Paramount Pictures', 'Denver and Delilah Productions', 'Indian Paintbrush', 'Mandate Pictures', 'Mr. Mudd', 'Right of Way Films']	2011-12-16	Young Adult	16311571	22939027.0
5af5ed309a5d8daabb72be2c	25000000	USA	['Drama', 'Sport']	8.2	71.0	5242107.0	['Lionsgate', 'Mimran Schur Pictures', 'Solaris', 'Filmtribe']	2011-09-09	Warrior	13657115	23057115.0
5af5ed309a5d8daabb72be2d	50000000	USA	['Mystery', 'Sci-Fi', 'Thriller']	7.0	72.0	35451168.0	['Paramount Pictures', 'Amblin Entertainment', 'Bad Robot', 'K/O Camera Toys']	2011-06-10	Super 8	127004179	260095986.0
5af5ed309a5d8daabb72be2e	145000000	USA	['Action', 'Adventure', 'Thriller']	7.4	73.0	12785204.0	['Paramount Pictures', 'Skydance Media', 'TC Productions', 'Bad Robot']	2011-12-21	Mission: Impossible - Ghost Protocol	209397903	694713380.0
5af5ed309a5d8daabb72be2f	15000000	USA	['Crime', 'Drama']	7.8	78.0	11340461.0	['FilmDistrict', 'Bold Films', 'MWM (MadisonWellsMedia)', 'Marc Platt Productions', 'Motel Movies']	2011-09-16	Drive	35060689	76175166.0
5af5ed309a5d8daabb72be30	25000000	USA	['Drama']	8.1	62.0	26044590.0	['DreamWorks', 'Reliance Entertainment', 'Participant Media', 'Imagenation Abu Dhabi FZ', '1492 Pictures', 'Harbinger Pictures']	2011-08-10	The Help	169708112	216639112.0
5af5ed309a5d8daabb72be31	90000000	USA	['Crime', 'Drama', 'Mystery', 'Thriller']	7.8	71.0	12750000.0	['Columbia Pictures', 'Metro-Goldwyn-Mayer (MGM)', 'Scott Rudin Productions', 'Yellow Bird', 'Film Rites', 'Ground Control']	2011-12-21	The Girl with the Dragon Tattoo	102515793	232617430.0
5af5ed309a5d8daabb72be32	32500000	USA	['Comedy', 'Romance']	6.8	75.0	26247410.0	['Universal Pictures', 'Relativity Media', 'Apatow Productions']	2011-05-13	Bridesmaids	169106725	288383523.0
5af5ed309a5d8daabb72be33	50000000	USA	['Comedy', 'Drama', 'Romance']	7.4	68.0	19104303.0	['Carousel Productions (II)']	2011-07-29	Crazy, Stupid, Love.	84351197	142851197.0
5af5ed309a5d8daabb72be34	9500000	France	['Biography', 'Comedy', 'Drama']	8.5	57.0	103507.0	['Quad Productions', 'Ten Films', 'Canal+', 'CinéCinéma', 'TF1', 'Chaocorp', 'Gaumont', 'TF1 Films Production']	2011-11-02	The Intouchables	13182281	426480871.0
5af5ed309a5d8daabb72be35	200000000	USA	['Action', 'Adventure', 'Sci-Fi']	5.6	39.0	53174303.0	['Warner Bros.', 'De Line Pictures', 'DC Entertainment', 'DC Comics', 'Envy Studios']	2011-06-17	Green Lantern	116601172	219851172.0
5af5ed309a5d8daabb72be36	125000000	USA	['Adventure', 'Drama', 'Fantasy', 'Mystery']	8.1	87.0	169189427.0	['Warner Bros.', 'Heyday Films', 'Moving Picture Company (MPC)']	2011-07-15	Harry Potter and the Deathly Hallows: Part 2	381011219	1341511219.0
5af5ed309a5d8daabb72be37	160000000	USA	['Action', 'Adventure', 'Sci-Fi']	7.8	65.0	55101604.0	"['Twentieth Century Fox', 'Marvel Entertainment', 'Dune Entertainment', 'Bad Hat Harry Productions', ""Donners' Company"", 'Ingenious Media', 'Big Screen Productions', 'Ingenious Film Partners', 'Dune Entertainment III']"	2011-06-03	X-Men: First Class	146408305	353624124.0
5af5ed309a5d8daabb72be38	150000000	USA	['Action', 'Adventure', 'Fantasy', 'Sci-Fi']	7.0	57.0	65723338.0	['Paramount Pictures', 'Marvel Entertainment', 'Marvel Studios']	2011-05-06	Thor	181030624	449326618.0
5af5ed309a5d8daabb72be39	140000000	USA	['Action', 'Adventure', 'Sci-Fi']	6.9	66.0	65058524.0	['Paramount Pictures', 'Marvel Entertainment', 'Marvel Studios']	2011-07-22	Captain America: The First Avenger	176654505	370569774.0
5af5ed309a5d8daabb72be3a	150000000	USA	['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']	7.3	67.0	47835000.0	['DreamWorks Animation']	2011-05-26	Kung Fu Panda 2	165249063	665692281.0
5af5ed309a5d8daabb72be3b	18000000	USA	['Biography', 'Drama', 'Family', 'Sport']	7.1	53.0	10601862.0	"['Enticing Entertainment', 'Island Film Group', 'Brookwell-McNamara Entertainment', ""Life's a Beach Entertainment"", 'Mandalay Vision']"	2011-04-08	Soul Surfer	43853424	47088990.0
5af5ed309a5d8daabb72be3d	250000	USA	['Drama', 'Romance']	6.7	68.0	123140.0	['Paramount Vantage', 'Indian Paintbrush', 'Super Crispy Entertainment', 'Andrea Sperling Productions', 'Ascension Productions']	2012-01-27	Like Crazy	3413908	
5af5ed309a5d8daabb72be3e	17000000	USA	['Drama', 'Fantasy', 'Romance']	5.6	40.0	9851102.0	"['CBS Films', ""Mel's Cite du Cinema"", 'Storefront Films']"	2011-03-04	Beastly	27865571	43165571.0
5af5ed309a5d8daabb72be3f	57000000	USA	['Action', 'Fantasy', 'Thriller']	4.3	34.0	22115334.0	['Columbia Pictures', 'Hyde Park Entertainment', 'Imagenation Abu Dhabi FZ', 'Marvel Entertainment', 'Crystal Sky Pictures', 'Michael De Luca Productions', 'Avi Arad Productions', 'Marvel Knights']	2012-02-17	Ghost Rider: Spirit of Vengeance	51774002	149217355.0
5af5ed309a5d8daabb72be40	40000000	USA	['Action', 'Crime', 'Thriller']	6.6	49.0	11422006.0	['CBS Films', 'Millennium Films', 'Chartoff-Winkler Productions', 'Nu Image Entertainment GmbH', 'Scared Productions']	2011-01-28	The Mechanic	29121498	76347393.0
5af5ed309a5d8daabb72be41	40000000	USA	['Crime', 'Drama', 'Thriller']	7.3	63.0	13206453.0	['Lionsgate', 'Lakeshore Entertainment', 'Sidney Kimmel Entertainment', 'Stone Village Pictures']	2011-03-18	The Lincoln Lawyer	58009200	87145086.0
5af5ed309a5d8daabb72be42	3500000	UK	['Comedy']	6.8	44.0	35955.0	['Film4', 'Young Films', 'Bwark Productions']	2011-08-17	The Inbetweeners Movie	36000	88025781.0
5af5ed309a5d8daabb72be43	1000000	USA	['Horror', 'Thriller']	6.5	66.0	7020196.0	['Snoot Entertainment', 'HanWay Films']	2013-08-23	You're Next	18474268	
5af5ed309a5d8daabb72be44	40000000	USA	['Fantasy', 'Horror', 'Mystery', 'Thriller']	5.9	50.0	18031396.0	['New Line Cinema', 'Practical Pictures', 'Parallel Zide', 'Jellystone Films']	2011-08-12	Final Destination 5	42587643	157887643.0
5af5ed309a5d8daabb72be46	11000000	USA	['Crime', 'Drama', 'Thriller']	6.7	62.0	37864.0	['Voltage Pictures', 'Picture Perfect Corporation', 'Worldview Entertainment', 'ANA Media']	2012-06-29	Killer Joe	1987762	3665069.0
